Ukazatel;Území;Typ indexu;Klasifikace produkce;Kumulace měsíců;value
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – listopad 2017;101.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – prosinec 2017;101.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2018;102.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – únor 2018;102.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – březen 2018;102.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – duben 2018;102.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – květen 2018;102.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – červen 2018;102.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – červenec 2018;102.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – srpen 2018;102.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – září 2018;102.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – říjen 2018;102.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – listopad 2018;102.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – prosinec 2018;102.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2019;104.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – únor 2019;104.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – březen 2019;104.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – duben 2019;104.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – květen 2019;104.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – červen 2019;104.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – červenec 2019;104.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – srpen 2019;104.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – září 2019;104.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – říjen 2019;104.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – listopad 2019;104.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – prosinec 2019;104.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2020;106.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – únor 2020;106.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – březen 2020;106.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – duben 2020;106.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – květen 2020;106.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – červen 2020;106.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – červenec 2020;106.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – srpen 2020;106.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – září 2020;106.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – říjen 2020;106.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – listopad 2020;106.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – prosinec 2020;106.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2021;108.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – únor 2021;108.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – březen 2021;108.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – duben 2021;108.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – květen 2021;108.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – červen 2021;108.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – červenec 2021;108.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – srpen 2021;108.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – září 2021;108.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – říjen 2021;108.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – listopad 2021;109.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – prosinec 2021;109.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2022;113.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – únor 2022;113.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – březen 2022;114.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – duben 2022;114.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – květen 2022;115.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – červen 2022;115.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – červenec 2022;115.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – srpen 2022;116.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – září 2022;116.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – říjen 2022;117.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – listopad 2022;117.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – prosinec 2022;117.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2023;118.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – únor 2023;118.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – březen 2023;118.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – duben 2023;118.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – květen 2023;118.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – červen 2023;118.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – červenec 2023;118.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – srpen 2023;119.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – září 2023;119.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – říjen 2023;119.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – listopad 2023;119.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – prosinec 2023;119.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2024;121.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – únor 2024;122.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – březen 2024;122.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – duben 2024;122.1
