Ukazatel;Roky;ORP;Druh zařízení sociálních služeb;value
Počet zařízení sociálních služeb;2023;Prostějov (Olomoucký kraj);Nízkoprahová denní centra;1.0
Počet zařízení sociálních služeb;2023;Prostějov (Olomoucký kraj);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Prostějov (Olomoucký kraj);Sociálně terapeutické dílny;1.0
Počet zařízení sociálních služeb;2023;Prostějov (Olomoucký kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Prostějov (Olomoucký kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Prostějov (Olomoucký kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Prostějov (Olomoucký kraj);Centra sociálně rehabilitačních služeb;1.0
Počet zařízení sociálních služeb;2023;Prostějov (Olomoucký kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Prostějov (Olomoucký kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Prostějov (Olomoucký kraj);Stacionáře denní;2.0
Počet zařízení sociálních služeb;2023;Prostějov (Olomoucký kraj);Domovy pro osoby se zdravotním postižením;2.0
Počet zařízení sociálních služeb;2023;Prostějov (Olomoucký kraj);Domovy pro seniory;5.0
Počet zařízení sociálních služeb;2023;Prostějov (Olomoucký kraj);Azylové domy;2.0
Počet zařízení sociálních služeb;2023;Prostějov (Olomoucký kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Prostějov (Olomoucký kraj);Chráněné bydlení;4.0
Počet zařízení sociálních služeb;2023;Prostějov (Olomoucký kraj);Noclehárny;1.0
Počet zařízení sociálních služeb;2023;Prostějov (Olomoucký kraj);Domovy se zvláštním režimem;2.0
Počet zařízení sociálních služeb;2023;Prostějov (Olomoucký kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Sociální poradny;0.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Centra denních služeb;1.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Stacionáře denní;0.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Domovy pro osoby se zdravotním postižením;0.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Domovy pro seniory;1.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Chráněné bydlení;0.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Domovy se zvláštním režimem;1.0
Počet zařízení sociálních služeb;2023;Přelouč (Pardubický kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Sociální poradny;5.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Nízkoprahová denní centra;1.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Nízkoprahová zařízení pro děti a mládež;3.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Sociálně terapeutické dílny;1.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Centra denních služeb;2.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Centra sociálně rehabilitačních služeb;2.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Stacionáře denní;2.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Domovy pro osoby se zdravotním postižením;2.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Domovy pro seniory;6.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Azylové domy;2.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Chráněné bydlení;2.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Domovy se zvláštním režimem;4.0
Počet zařízení sociálních služeb;2023;Přerov (Olomoucký kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Sociální poradny;0.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Nízkoprahová zařízení pro děti a mládež;0.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Stacionáře denní;3.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Domovy pro osoby se zdravotním postižením;2.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Domovy pro seniory;0.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Chráněné bydlení;1.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Domovy se zvláštním režimem;0.0
Počet zařízení sociálních služeb;2023;Přeštice (Plzeňský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Sociální poradny;4.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Nízkoprahová denní centra;1.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Terapeutické komunity;1.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Centra sociálně rehabilitačních služeb;1.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Intervenční centra;1.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Stacionáře denní;2.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Domovy pro osoby se zdravotním postižením;1.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Domovy pro seniory;4.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Azylové domy;1.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Chráněné bydlení;1.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Noclehárny;1.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Domovy se zvláštním režimem;5.0
Počet zařízení sociálních služeb;2023;Příbram (Středočeský kraj);Stacionáře týdenní;1.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Sociální poradny;2.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Nízkoprahová zařízení pro děti a mládež;0.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Sociálně terapeutické dílny;1.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Centra denních služeb;1.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Stacionáře denní;1.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Domovy pro osoby se zdravotním postižením;3.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Domovy pro seniory;4.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Chráněné bydlení;1.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Domovy se zvláštním režimem;3.0
Počet zařízení sociálních služeb;2023;Rakovník (Středočeský kraj);Stacionáře týdenní;1.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Sociální poradny;1.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Nízkoprahová zařízení pro děti a mládež;0.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Sociálně terapeutické dílny;1.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Terapeutické komunity;1.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Centra sociálně rehabilitačních služeb;1.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Stacionáře denní;1.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Domovy pro osoby se zdravotním postižením;2.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Domovy pro seniory;3.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Azylové domy;1.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Chráněné bydlení;0.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Noclehárny;1.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Domovy se zvláštním režimem;2.0
Počet zařízení sociálních služeb;2023;Rokycany (Plzeňský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Rosice (Jihomoravský kraj);Sociální poradny;0.0
Počet zařízení sociálních služeb;2023;Rosice (Jihomoravský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Rosice (Jihomoravský kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Rosice (Jihomoravský kraj);Nízkoprahová zařízení pro děti a mládež;0.0
Počet zařízení sociálních služeb;2023;Rosice (Jihomoravský kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Rosice (Jihomoravský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Rosice (Jihomoravský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Rosice (Jihomoravský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Rosice (Jihomoravský kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Rosice (Jihomoravský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Rosice (Jihomoravský kraj);Služby následné péče;0.0
